3,"سلاد","SLAD"
27,"شیشہ","SHYSHH"
10,"غذا","GHZA"
41,"قوت","QOT"
26,"گھوڑا","GHORA"
76,"گھڑی","GHRY"
74,"مرکب","MRKB"
8,"نژاد","NZAD"
11,"وزن","WZN"
1,"آبیات","AABYAT"
1,"آبیاتی","AABYATY"
1,"آبیار","AABYAR"
1,"آبیاری","AABYARY"
1,"آبیانہ","AABYANH"
1,"آبیدہ","AABYDH"
1,"آبیل","AABYL"
1,"آبیلوں","AABYLON"
23,"آپ","AAP"
194,"میں","MYN"
6,"ایسا","AYSA"
2,"برتی","BRTY"
2,"بھاتی","BHATY"
6,"بیتی","BYTY"
1,"بیتیاں","BYTYAN"
1,"بیتیوں","BYTYON"
43,"روپ","ROP"
3,"ستا","STA"
274,"سے","SE"
94,"جی","JY"
6,"کاج","KAJ"
344,"کے","KE"
114,"ہی","HY"
9,"آپا","AAPA"
9,"اماں","AMAN"
21,"بی","BY"
8,"بیگم","BYGM"
116,"جان","JAN"
2,"دھاپی","DHAPY"
3,"شبو","SHBO"
5,"آپریشن","AAPRYSHN"
2,"تھیٹر","THYTR"
2,"تھیٹرز","THYTRZ"
2,"تھیٹروں","THYTRON"
1,"آپریشنز","AAPRYSHNZ"
1,"آپریشنوں","AAPRYSHNON"
4,"آپریٹر","AAPRYTR"
2,"آپریٹرز","AAPRYTRZ"
13,"آپس","AAPS"
25,"معاملہ","MAAMLH"
11,"واسطہ","WASTH"
928,"کی","KY"
155,"بات","BAT"
20,"باتوں","BATON"
35,"باتیں","BATYN"
7,"پھوٹ","PHOT"
6,"معاملات","MAAMLAT"
2,"معاملے","MAAMLE"
1,"آپسی","AAPSY"
1,"آپی","AAPY"
1,"آپیں","AAPYN"
1,"آپے","AAPE"
2,"آتا","AATA"
3,"جاتا","JATA"
3,"افراز","AFRAZ"
27,"افروز","AFROZ"
8,"افسردہ","AFSRDH"
95,"انداز","ANDAZ"
3,"اندازوں","ANDAZON"
6,"انفعال","ANFAAL"
68,"انگیز","ANGYZ"
2,"انگیزوں","ANGYZON"
99,"بار","BAR"
12,"بازوں","BAZON"
29,"بانی","BANY"
3,"بجاں","BJAN"
29,"بستہ","BSTH"
35,"بہار","BHAR"
12,"بیاں","BYAN"
40,"پارہ","PARH"
106,"پرست","PRST"
89,"تر","TR"
64,"تیز","TYZ"
40,"جگر","JGR"
8,"خاموش","KHAMOSH"
22,"خو","KHO"
47,"خوار","KHOAR"
169,"دم","DM"
19,"دوراں","DORAN"
11,"رومی","ROMY"
151,"زبان","ZBAN"
2,"زدگیاں","ZDGYAN"
1,"زدگیوں","ZDGYON"
7,"زدی","ZDY"
1,"زرپا","ZRPA"
43,"زنی","ZNY"
2,"زیرپا","ZYRPA"
9,"ستاں","STAN"
28,"سوار","SOAR"
8,"سوزاں","SOZAN"
2,"سوزندہ","SOZNDH"
8,"سیال","SYAL"
48,"طور","TOR"
1,"عناں","ANAN"
97,"غم","GHM"
9,"فراق","FRAQ"
29,"فشاں","FSHAN"
44,"قدم","QDM"
135,"گیر","GYR"
10,"گیروں","GYRON"
3,"محلول","MHLOL"
14,"مردہ","MRDH"
118,"مزاج","MZAJ"
79,"ناک","NAK"
145,"نفس","NFS"
5,"نمرود","NMROD"
41,"نوا","NOA"
3,"نواؤں","NOAON"
4,"پرکالہ","PRKALH"
4,"کدوں","KDON"
24,"کدہ","KDH"
5,"کدے","KDE"
24,"ہائے","HAYE"
24,"ثلاثہ","SLASH"
1,"ہاے","HAE"
3,"یونان","YONAN"
1,"آتشک","AATSHK"
30,"آتشی","AATSHY"
2,"اسلحوں","ASLHON"
10,"اسلحہ","ASLHH"
2,"اسلحے","ASLHE"
1,"اناروں","ANARON"
1,"اینٹآتشی","AYNTAATSHY"
57,"پتھر","PTHR"
1,"چٹانوں","CHTANON"
2,"چٹانیں","CHTANYN"
113,"حرف","HRF"
284,"خط","KHT"
11,"سانپ","SANP"
2,"شیشی","SHYSHY"
5,"عینک","AYNK"
19,"گولا","GOLA"
1,"گولوں","GOLON"
2,"گولے","GOLE"
12,"گیند","GYND"
44,"مٹی","MTY"
10,"ڈاٹ","DAT"
16,"اینٹ","AYNT"
1,"آتم","AATM"
8,"آتما","AATMA"
7,"نندی","NNDY"
9,"آنچ","AANCH"
1,"آتمان","AATMAN"
1,"آتمک","AATMK"
1,"آتمہ","AATMH"
1,"آتک","AATK"
1,"آتھر","AATHR"
1,"آتھرز","AATHRZ"
1,"آتھروں","AATHRON"
1,"آتی","AATY"
1,"آتینہ","AATYNH"
1,"آتیہ","AATYH"
2,"آتے","AATE"
2,"جاتے","JATE"
17,"آثار","AASAR"
1,"الصنادید","ALSNADYD"
3,"بافتہ","BAFTH"
2,"باقیہ","BAQYH"
60,"خیر","KHYR"
39,"شریف","SHRYF"
8,"علوی","ALOY"
12,"قدیم","QDYM"
5,"قدیمہ","QDYMH"
1,"آثارات","AASARAT"
1,"آثاروں","AASARON"
2,"آثاری","AASARY"
1,"آثاریات","AASARYAT"
1,"آثاریت","AASARYT"
1,"آثر","AASR"
1,"آثرہ","AASRH"
1,"آثم","AASM"
1,"آثموں","AASMON"
1,"آثمہ","AASMH"
1,"آثمین","AASMYN"
6,"آج","AAJ"
1,"آجآج","AAJAAJ"
48,"کل","KL"
2,"آجر","AAJR"
39,"تراش","TRASH"
1,"آجرانہ","AAJRANH"
1,"آجروں","AAJRON"
1,"آجرہ","AAJRH"
1,"آجرین","AAJRYN"
1,"آجل","AAJL"
1,"آچا","AACHA"
1,"آچاؤ","AACHAO"
1,"آچاؤں","AACHAON"
1,"آچار","AACHAR"
1,"آچاروں","AACHARON"
1,"آچاری","AACHARY"
1,"آچاریا","AACHARYA"
1,"آچاریاں","AACHARYAN"
1,"آچاریوں","AACHARYON"
1,"آچاریہ","AACHARYH"
1,"آچاریے","AACHARYE"
1,"آچھیں","AACHHYN"
2,"آحاد","AAHAD"
1,"آخ","AAKH"
1,"آختہ","AAKHTH"
1,"آخذ","AAKHZ"
1,"آخذات","AAKHZAT"
1,"آخذوں","AAKHZON"
2,"آخذہ","AAKHZH"
1,"آخذین","AAKHZYN"
28,"آخر","AAKHR"
9,"الامر","ALAMR"
9,"الذکر","ALZKR"
2,"الزماں","ALZMAN"
17,"زمانی","ZMANY"
163,"شب","SHB"
19,"فنا","FNA"
101,"وقت","WQT"
13,"مہینہ","MHYNH"
1,"آخرالامر","AAKHRALAMR"
1,"آخرالذکر","AAKHRALZKR"
5,"آخرالزماں","AAKHRALZMAN"
1,"آخربین","AAKHRBYN"
20,"آخرت","AAKHRT"
11,"بھلا","BHLA"
39,"زاد","ZAD"
121,"راہ","RAH"
1,"زادراہ","ZADRAH"
7,"کمائی","KMAYY"
1,"آخردموں","AAKHRDMON"
1,"آخرش","AAKHRSH"
1,"آخروں","AAKHRON"
1,"آخرکار","AAKHRKAR"
21,"آخری","AAKHRY"
8,"پوشاک","POSHAK"
5,"جمعہ","JMAH"
197,"چار","CHAR"
8,"شنبہ","SHNBH"
1,"چارشنبہ","CHARSHNBH"
96,"دور","DOR"
17,"دیدار","DYDAR"
5,"ردا","RDA"
43,"زمانہ","ZMANH"
13,"سواری","SOARY"
17,"طلاق","TLAQ"
3,"مراسم","MRASM"
14,"ملاقات","MLAQAT"
1,"کھرچن","KHRCHN"
2,"ہچکی","HCHKY"
1,"آخریت","AAKHRYT"
2,"آخرین","AAKHRYN"
3,"آخریں","AAKHRYN"
1,"آخو","AAKHO"
6,"آخور","AAKHOR"
203,"گھر","GHR"
1,"آخوریں","AAKHORYN"
1,"آخون","AAKHON"
1,"آخوند","AAKHOND"
1,"آخڈ","AAKHD"
1,"آخڈات","AAKHDAT"
1,"آخڈہ","AAKHDH"
2,"آخیر","AAKHYR"
1,"آد","AAD"
14,"آداب","AADAB"
2,"تسلیمات","TSLYMAT"
12,"حرب","HRB"
18,"سلطنت","SLTNT"
51,"شاہی","SHAHY"
18,"صحبت","SHBT"
84,"مجلس","MJLS"
4,"معاشرت","MAASHRT"
4,"القاب","ALQAB"
2,"آدب","AADB"
26,"آموز","AAMOZ"
1,"آدر","AADR"
1,"آدرش","AADRSH"
1,"آدرشوں","AADRSHON"
1,"آدلہ","AADLH"
47,"آدم","AADM"
19,"آزار","AAZAR"
90,"اول","AOL"
19,"بو","BO"
2,"بیزار","BYZAR"
177,"بے","BE"
29,"سایہ","SAYH"
26,"پیرا","PYRA"
33,"ثانی","SANY"
75,"ذات","ZAT"
4,"زادوں","ZADON"
61,"شناس","SHNAS"
10,"صحرائی","SHRAYY"
116,"گر","GR"
24,"پل","PL"
18,"اولاد","AOLAD"
57,"آدمی","AADMY"
371,"پن","PN"
41,"بچہ","BCHH"
16,"جنگل","JNGL"
6,"بچوں","BCHON"
6,"بچے","BCHE"
1,"آدمیت","AADMYT"
1,"آدمیو","AADMYO"
2,"آدمیوں","AADMYON"
14,"آدھ","AADH"
1,"آنہآدھ","AANHAADH"
11,"بیج","BYJ"
7,"پاؤ","PAO"
7,"پاو","PAO"
6,"پون","PON"
37,"سیر","SYR"
13,"آنا","AANA"
5,"گھڑیاں","GHRYAN"
4,"گھڑیوں","GHRYON"
9,"آدھا","AADHA"
31,"پائے","PAYE"
2,"پونا","PONA"
4,"روٹ","ROT"
24,"کلمہ","KLMH"
1,"آدھار","AADHAR"
1,"آدھو","AADHO"
1,"آدھوں","AADHON"
10,"آدھی","AADHY"
4,"پونی","PONY"
52,"رات","RAT"
5,"راتوں","RATON"
3,"راتیں","RATYN"
15,"صدی","SDY"
2,"صدیاں","SDYAN"
2,"صدیوں","SDYON"
142,"نگاہ","NGAH"
3,"ڈھلی","DHLY"
1,"آدھیاں","AADHYAN"
1,"آدھین","AADHYN"
1,"آدھینہ","AADHYNH"
1,"آدھیو","AADHYO"
1,"آدھیوں","AADHYON"
1,"آدھیں","AADHYN"
1,"آدھے","AADHE"
1,"آدیش","AADYSH"
2,"آدینہ","AADYNH"
3,"آذار","AAZAR"
2,"آذاری","AAZARY"
2,"آذر","AAZR"
2,"آذری","AAZRY"
1,"آذریوں","AAZRYON"
1,"آذوقہ","AAZOQH"
1,"آذین","AAZYN"
1,"آذینہ","AAZYNH"
3,"آر","AAR"
24,"پار","PAR"
49,"آرا","AARA"
7,"گھروں","GHRON"
1,"آراء","AARAY"
4,"آرائش","AARAYSH"
43,"تخت","TKHT"
28,"چمن","CHMN"
1,"آرائشوں","AARAYSHON"
1,"آرائشی","AARAYSHY"
1,"آرائشیں","AARAYSHYN"
1,"آرائندوں","AARAYNDON"
1,"آرائندہ","AARAYNDH"
1,"آرائندے","AARAYNDE"
1,"آرار","AARAR"
1,"آرارا","AARARA"
1,"آراستگی","AARASTGY"
4,"آراستہ","AARASTH"
3,"پیراستہ","PYRASTH"
1,"آراض","AARAZ"
4,"آراضی","AARAZY"
1,"آراضیاں","AARAZYAN"
1,"آراضین","AARAZYN"
31,"آرام","AARAM"
44,"باغ","BAGH"
44,"بخش","BKHSH"
22,"پائی","PAYY"
14,"پال","PAL"
9,"پسندوں","PSNDON"
22,"تکیہ","TKYH"
52,"جاں","JAN"
22,"دہ","DH"
21,"رساں","RSAN"
60,"طلب","TLB"
46,"گوش","GOSH"
4,"آسائش","AASAYSH"
41,"والی","WALY"
31,"موسم","MOSM"
18,"کرسی","KRSY"
16,"کہانی","KHANY"
1,"آرامش","AARAMSH"
1,"آراموں","AARAMON"
2,"آرامی","AARAMY"
1,"آرامیدہ","AARAMYDH"
1,"آراکش","AARAKSH"
1,"آرایش","AARAYSH"
1,"آرب","AARB"
1,"آربل","AARBL"
1,"آربہ","AARBH"
1,"آرپار","AARPAR"
1,"آرپن","AARPN"
1,"آرتھی","AARTHY"
1,"آرتی","AARTY"
1,"آرتیاں","AARTYAN"
1,"آرتیوں","AARTYON"
1,"آرج","AARJ"
1,"آردر","AARDR"
1,"آردشیر","AARDSHYR"
1,"آردین","AARDYN"
1,"آرزم","AARZM"
10,"آرزو","AARZO"
45,"بھرا","BHRA"
1,"آرزوؤ","AARZOO"
1,"آرزوؤں","AARZOON"
1,"آرزوئیں","AARZOYYN"
1,"آرس","AARS"
1,"آرسہ","AARSH"
3,"آرسی","AARSY"
16,"مصحف","MSHF"
1,"آرسیاں","AARSYAN"
1,"آرسیوں","AARSYON"
2,"آرگن","AARGN"
1,"آرگنائزیشن","AARGNAYZYSHN"
1,"آرگنائزیشنز","AARGNAYZYSHNZ"
1,"آرگنائزیشنوں","AARGNAYZYSHNON"
1,"آرگنائزیشنیں","AARGNAYZYSHNYN"
1,"آرگنائیزر","AARGNAYYZR"
1,"آرگنائیزرز","AARGNAYYZRZ"
1,"آرگنائیزروں","AARGNAYYZRON"
1,"آرگنائیزیشن","AARGNAYYZYSHN"
1,"آرلین","AARLYN"
2,"آرمی","AARMY"
1,"آرمیدگان","AARMYDGAN"
1,"آرمیدگی","AARMYDGY"
1,"آرمیدگیاں","AARMYDGYAN"
1,"آرمیدگیوں","AARMYDGYON"
2,"آرمیدہ","AARMYDH"
1,"آرمینیا","AARMYNYA"
1,"آرمیڈا","AARMYDA"
1,"آرن","AARN"
1,"آرندگان","AARNDGAN"
2,"آرندہ","AARNDH"
1,"آروغ","AAROGH"
1,"آرولہ","AAROLH"
1,"آروں","AARON"
1,"آروین","AAROYN"
12,"آرٹ","AART"
4,"ایڈیٹر","AYDYTR"
17,"پیپر","PYPR"
5,"گیلری","GYLRY"
38,"کاغذ","KAGHZ"
2,"آرٹس","AARTS"
4,"آرٹسٹ","AARTST"
2,"آرٹسٹس","AARTSTS"
2,"آرٹسٹوں","AARTSTON"
1,"آرٹسٹک","AARTSTK"
1,"آرٹوں","AARTON"
1,"آرٹکل","AARTKL"
2,"آرٹیکل","AARTYKL"
2,"آرٹیکلز","AARTYKLZ"
1,"آرٹیکلوں","AARTYKLON"
8,"آرڈر","AARDR"
28,"بک","BK"
38,"روم","ROM"
1,"آرڈرز","AARDRZ"
1,"آرڈروں","AARDRON"
1,"آرڈنری","AARDNRY"
1,"آرڈیننس","AARDYNNS"
1,"آرڈیننسز","AARDYNNSZ"
1,"آرڈیننسوں","AARDYNNSON"
2,"آرک","AARK"
1,"لیمپآرک","LYMPAARK"
1,"آرکسٹرا","AARKSTRA"
1,"آرکسٹراز","AARKSTRAZ"
1,"آرکسٹروں","AARKSTRON"
6,"آرکی","AARKY"
17,"ٹائپ","TAYP"
1,"ٹائپس","TAYPS"
1,"ٹائپوں","TAYPON"
1,"ٹیکٹ","TYKT"
1,"ٹیکٹس","TYKTS"
1,"ٹیکٹوں","TYKTON"
1,"آرکیالوجسٹ","AARKYALOJST"
1,"آرکیالوجسٹس","AARKYALOJSTS"
1,"آرکیالوجسٹوں","AARKYALOJSTON"
1,"آرکیالوجی","AARKYALOJY"
1,"آرکیالوجیکل","AARKYALOJYKL"
1,"آرکین","AARKYN"
1,"آرکیڈ","AARKYD"
5,"آرہ","AARH"
34,"شکل","SHKL"
3,"آری","AARY"
16,"دانت","DANT"
1,"آریا","AARYA"
1,"آریاؤ","AARYAO"
1,"آریاؤں","AARYAON"
1,"آریائی","AARYAYY"
1,"آریاوی","AARYAOY"
1,"آریاں","AARYAN"
1,"آریز","AARYZ"
1,"آریلہ","AARYLH"
1,"آریوں","AARYON"
1,"آریں","AARYN"
6,"آریہ","AARYH"
3,"پرش","PRSH"
10,"سماج","SMAJ"
16,"سماجی","SMAJY"
129,"مہر","MHR"
1,"ورت","WRT"
1,"آرے","AARE"
1,"آز","AAZ"
29,"آزاد","AAZAD"
10,"بندر","BNDR"
1,"بندرگاہآزاد","BNDRGAHAAZAD"
18,"تجارت","TJART"
46,"فن","FN"
83,"قلم","QLM"
17,"لوگ","LOG"
72,"مرد","MRD"
12,"مشرب","MSHRB"
6,"معاشرہ","MAASHRH"
15,"منش","MNSH"
47,"نظم","NZM"
2,"نظموں","NZMON"
1,"نظمیں","NZMYN"
104,"وار","WAR"
25,"وضع","WZA"
25,"الف","ALF"
4,"آزادانہ","AAZADANH"
49,"رائے","RAYE"
1,"آزادگان","AAZADGAN"
1,"آزادگی","AAZADGY"
1,"آزادگیاں","AAZADGYAN"
1,"آزادنامہ","AAZADNAMH"
1,"آزادوں","AAZADON"
4,"آزادہ","AAZADH"
18,"آزادی","AAZADY"
182,"نامہ","NAMH"
9,"پروانہ","PROANH"
13,"سند","SND"
2,"پروانوں","PROANON"
2,"پروانے","PROANE"
1,"آزادیاں","AAZADYAN"
1,"آزادیوں","AAZADYON"
9,"دہندہ","DHNDH"
1,"رسانوں","RSANON"
1,"آزاردہ","AAZARDH"
2,"آزاروں","AAZARON"
6,"آزاری","AAZARY"
1,"آزاریاں","AAZARYAN"
1,"آزاریوں","AAZARYON"
1,"آزاریں","AAZARYN"
1,"آزالہ","AAZALH"
1,"آزبن","AAZBN"
1,"آزبک","AAZBK"
1,"آزر","AAZR"
1,"آزربائیجان","AAZRBAYYJAN"
1,"آزردگان","AAZRDGAN"
1,"آزردگی","AAZRDGY"
1,"آزردگیاں","AAZRDGYAN"
1,"آزردگیوں","AAZRDGYON"
6,"آزردہ","AAZRDH"
76,"خاطر","KHATR"
10,"دلوں","DLON"
1,"آزرم","AAZRM"
1,"آزرمیں","AAZRMYN"
2,"آزری","AAZRY"
1,"آزف","AAZF"
1,"آزفہ","AAZFH"
1,"آزلہ","AAZLH"
14,"آزما","AAZMA"
1,"آزماؤ","AAZMAO"
4,"آزمائش","AAZMAYSH"
1,"آزمائشو","AAZMAYSHO"
1,"آزمائشوں","AAZMAYSHON"
1,"آزمائشی","AAZMAYSHY"
2,"آزمائشیں","AAZMAYSHYN"
1,"آزماؤں","AAZMAON"
18,"آزمائی","AAZMAYY"
1,"آزمائیو","AAZMAYYO"
1,"آزمائیں","AAZMAYYN"
1,"آزمائیے","AAZMAYYE"
1,"آزمائے","AAZMAYE"
1,"آزماتا","AAZMATA"
1,"آزماتی","AAZMATY"
1,"آزماتیں","AAZMATYN"
1,"آزماتے","AAZMATE"
1,"آزمانا","AAZMANA"
1,"آزمانی","AAZMANY"
1,"آزمانے","AAZMANE"
1,"آزماونا","AAZMAONA"
1,"آزمایا","AAZMAYA"
1,"آزمند","AAZMND"
2,"آزمودگان","AAZMODGAN"
9,"آزمودہ","AAZMODH"
2,"کاران","KARAN"
10,"کاروں","KARON"
1,"آزمہ","AAZMH"
1,"آژمیر","AAZMYR"
1,"آژنگ","AAZNG"
10,"آس","AAS"
5,"پڑوس","PROS"
28,"مراد","MRAD"
7,"مندوں","MNDON"
143,"والا","WALA"
4,"کاٹی","KATY"
16,"آسا","AASA"
